project	run	cb_halstead_simple	cb_halstead_simple_div	cb_halstead_simple_bt	cb_halstead_inherit	cb_halstead_inherit_div	cb_halstead_inherit_bt
hadoop-common	0	0.9300522803247514	0.998135973161566	0.9605554326680664	0.8949727623706963	0.9964732686432554	0.9276293413977686
hadoop-common	1	0.9005657929414826	0.998135973161566	0.9605554326680664	0.9148622916353464	0.9964732686432554	0.9276293413977686
hadoop-common	2	0.9152678315927159	0.998135973161566	0.9605554326680664	0.8834085007761171	0.9964732686432554	0.9276293413977686
hadoop-common	3	0.898193034146875	0.998135973161566	0.9605554326680664	0.8990591194232653	0.9964732686432554	0.9276293413977686
hadoop-common	4	0.9169270095817219	0.998135973161566	0.9605554326680664	0.8844797139153425	0.9964732686432554	0.9276293413977686
hadoop-common	5	0.9253017944033334	0.998135973161566	0.9605554326680664	0.8727381850225743	0.9964732686432554	0.9276293413977686
hadoop-common	6	0.9282285298510817	0.998135973161566	0.9605554326680664	0.915062752165674	0.9964732686432554	0.9276293413977686
hadoop-common	7	0.9134569578972902	0.998135973161566	0.9605554326680664	0.8964883866726986	0.9964732686432554	0.9276293413977686
hadoop-common	8	0.9301334684742131	0.998135973161566	0.9605554326680664	0.8858117549492082	0.9964732686432554	0.9276293413977686
hadoop-common	9	0.9412250084880729	0.998135973161566	0.9605554326680664	0.8825123881508393	0.9964732686432554	0.9276293413977686
hadoop-hdfs	0	0.5585017133177012	0.8918620973385798	0.5606420056392792	0.5303188604341407	0.8818623296988779	0.5322233619740528
hadoop-hdfs	1	0.558668784776764	0.8918620973385798	0.5606420056392792	0.5313204612523853	0.8818623296988779	0.5322233619740528
hadoop-hdfs	2	0.5592263090107257	0.8918620973385798	0.5606420056392792	0.5309911834589117	0.8818623296988779	0.5322233619740528
hadoop-hdfs	3	0.5590596181575944	0.8918620973385798	0.5606420056392792	0.5303911190863869	0.8818623296988779	0.5322233619740528
hadoop-hdfs	4	0.5595363534866244	0.8918620973385798	0.5606420056392792	0.5298367899521261	0.8818623296988779	0.5322233619740528
hadoop-hdfs	5	0.5583861529463877	0.8918620973385798	0.5606420056392792	0.5311064591317276	0.8818623296988779	0.5322233619740528
hadoop-hdfs	6	0.5581493618838609	0.8918620973385798	0.5606420056392792	0.5301753210093537	0.8818623296988779	0.5322233619740528
hadoop-hdfs	7	0.5589384701636406	0.8918620973385798	0.5606420056392792	0.530689481995906	0.8818623296988779	0.5322233619740528
hadoop-hdfs	8	0.5588936616005628	0.8918620973385798	0.5606420056392792	0.5300914320337339	0.8818623296988779	0.5322233619740528
hadoop-hdfs	9	0.5586888872463733	0.8918620973385798	0.5606420056392792	0.5302801215297887	0.8818623296988779	0.5322233619740528
hbase-server	0	0.9351763839766006	0.9909192976223068	0.9351808687085322	0.9220643202086786	0.9908813582770112	0.9220732595696559
hbase-server	1	0.9351721014165819	0.9909192976223068	0.9351808687085322	0.9220573845955845	0.9908813582770112	0.9220732595696559
hbase-server	2	0.935181063682638	0.9909192976223068	0.9351808687085322	0.9220661696062485	0.9908813582770112	0.9220732595696559
hbase-server	3	0.9351692672713571	0.9909192976223068	0.9351808687085322	0.9220554338080527	0.9908813582770112	0.9220732595696559
hbase-server	4	0.9351738303489	0.9909192976223068	0.9351808687085322	0.9220645969441585	0.9908813582770112	0.9220732595696559
hbase-server	5	0.935173707002542	0.9909192976223068	0.9351808687085322	0.9220659801550156	0.9908813582770112	0.9220732595696559
hbase-server	6	0.9351719784839856	0.9909192976223068	0.9351808687085322	0.9220569748523885	0.9908813582770112	0.9220732595696559
hbase-server	7	0.9351676634353807	0.9909192976223068	0.9351808687085322	0.9220600570473317	0.9908813582770112	0.9220732595696559
hbase-server	8	0.9351766843665855	0.9909192976223068	0.9351808687085322	0.9220663386942443	0.9908813582770112	0.9220732595696559
hbase-server	9	0.9351763087868947	0.9909192976223068	0.9351808687085322	0.9220616353898679	0.9908813582770112	0.9220732595696559
zookeeper-server	0	0.9456382883269319	0.9508212914791144	0.9573230959219696	0.9459562721263476	0.9497521508604739	0.9573230959219696
zookeeper-server	1	0.9516039273950122	0.9508212914791144	0.9573230959219696	0.9483627464487836	0.9497521508604739	0.9573230959219696
zookeeper-server	2	0.9517335373949761	0.9508212914791144	0.9573230959219696	0.9481272591851486	0.9497521508604739	0.9573230959219696
zookeeper-server	3	0.9490014990546516	0.9508212914791144	0.9573230959219696	0.9514459630080463	0.9497521508604739	0.9573230959219696
zookeeper-server	4	0.9445737642439982	0.9508212914791144	0.9573230959219696	0.9457640422389268	0.9497521508604739	0.9573230959219696
zookeeper-server	5	0.9498940379948564	0.9508212914791144	0.9573230959219696	0.9496276395247621	0.9497521508604739	0.9573230959219696
zookeeper-server	6	0.944539375759076	0.9508212914791144	0.9573230959219696	0.9531703954247704	0.9497521508604739	0.9573230959219696
zookeeper-server	7	0.9489700616936586	0.9508212914791144	0.9573230959219696	0.9501882526781085	0.9497521508604739	0.9573230959219696
zookeeper-server	8	0.9444124766419335	0.9508212914791144	0.9573230959219696	0.9470073490835496	0.9497521508604739	0.9573230959219696
zookeeper-server	9	0.9373115005210332	0.9508212914791144	0.9573230959219696	0.9486613350219418	0.9497521508604739	0.9573230959219696
alluxio-core	0	0.42056999574747084	0.5104172347777381	0.4201838315097426	0.4126373146435175	0.5087924138673318	0.41225115040578925
alluxio-core	1	0.4205874629138745	0.5104172347777381	0.4201838315097426	0.41309781460254646	0.5087924138673318	0.41225115040578925
alluxio-core	2	0.4201838315097426	0.5104172347777381	0.4201838315097426	0.4126596423701688	0.5087924138673318	0.41225115040578925
alluxio-core	3	0.42062443402224414	0.5104172347777381	0.4201838315097426	0.4122511504057893	0.5087924138673318	0.41225115040578925
alluxio-core	4	0.42102757937035123	0.5104172347777381	0.4201838315097426	0.4125998574791231	0.5087924138673318	0.41225115040578925
alluxio-core	5	0.4205923234741221	0.5104172347777381	0.4201838315097426	0.4126917529182908	0.5087924138673318	0.41225115040578925
alluxio-core	6	0.4201293932349693	0.5104172347777381	0.4201838315097426	0.412689322638167	0.5087924138673318	0.41225115040578925
alluxio-core	7	0.42062492007826885	0.5104172347777381	0.4201838315097426	0.41224872012566544	0.5087924138673318	0.41225115040578925
alluxio-core	8	0.42059232347412207	0.5104172347777381	0.4201838315097426	0.41310073093869504	0.5087924138673318	0.41225115040578925
alluxio-core	9	0.42061908740597176	0.5104172347777381	0.4201838315097426	0.4126917529182908	0.5087924138673318	0.41225115040578925
